SECTION,STATION,SIGNAL NAME,CUMMULATIVE DISTANT(IN Meter)
KTES-BSP,RPD,VYK HOME,29961.00
KTES-BSP,VYK,VKY STR,31057.00
KTES-BSP,VYK,CHD DIST,37100.00
KTES-BSP,VYK,CHD INNR DIST,38098.00
KTES-BSP,VYK,CHD HOME,39171.00
KTES-BSP,CHD,CHD STR,40781.00
KTES-BSP,CHD,CHD ADV STR,41067.00
KTES-BSP,CHD,IB DIST,43903.00
KTES-BSP,CHD,IB-INR-DIST,44931.00
KTES-BSP,CHD,IB,45925.00
KTES-BSP,CHD,LOA INNR DIST,47594.00
KTES-BSP,CHD,LOA HOME,48597.00
KTES-BSP,LOA,LOA STR,49624.00
KTES-BSP,LOA,LOA ADV STR,49912.00
KTES-BSP,LOA,IB DIST,52280.00
KTES-BSP,LOA,IB-INR-DIST,53337.00
KTES-BSP,LOA,IB,54351.00
KTES-BSP,LOA,UMR DIST,55514.00
KTES-BSP,LOA,UMR INNR DIST,56553.00
KTES-BSP,LOA,UMR HOME,57605.00
KTES-BSP,LOA,L XING:,58065.00
KTES-BSP,LOA,UMR R HOME,58722.00
KTES-BSP,UMR,UMR STR,59714.00
KTES-BSP,UMR,UMR ADV STR,60033.00
KTES-BSP,UMR,GATE DIST,64173.00
KTES-BSP,UMR,GATE INNR DIST,65166.00
KTES-BSP,UMR,GATE SIG,66161.00
KTES-BSP,UMR,L XING:,66373.00
KTES-BSP,UMR,IB,67278.00
KTES-BSP,UMR,KKI DIST,69364.00
KTES-BSP,UMR,KKI INNR DIST,70343.00
KTES-BSP,UMR,KKI HOME,71361.00
KTES-BSP,KKI,KKI STR,72489.00
KTES-BSP,KKI,KKI ADV STR,72846.00
KTES-BSP,KKI,IB DIST,75265.00
KTES-BSP,KKI,IB-INR-DIST,76401.00
KTES-BSP,KKI,IB,77496.00
KTES-BSP,KKI,GATE SIG,78704.00
KTES-BSP,KKI,NEU SEC,78915.00
KTES-BSP,KKI,NRZB INNR DIST,80326.00
KTES-BSP,KKI,NRZB HOME,81358.00
KTES-BSP,NRZB,NRZB STR,82536.00
KTES-BSP,NRZB,NRZB ADV STR,82936.00
KTES-BSP,NRZB,L XING:,83552.00
KTES-BSP,NRZB,BRS DIST,86388.00
KTES-BSP,NRZB,BRS INNR DIST,87469.00
KTES-BSP,NRZB,BRS HOME,88538.00
KTES-BSP,BRS,BRS STR,89930.00
KTES-BSP,BRS,BRS ADV STR,90373.00
KTES-BSP,BRS,MDXR DIST,92055.00
KTES-BSP,BRS,MDXR INNR DIST,93208.00
KTES-BSP,BRS,MDXR HOME,94219.00
KTES-BSP,MDXR,MDXR STR,95261.00
KTES-BSP,MDXR,MDXR ADV STR,95620.00
KTES-BSP,MDXR,IB DIST,97164.00
KTES-BSP,MDXR,IB-INR-DIST,98431.00
KTES-BSP,MDXR,IB,99467.00
KTES-BSP,MDXR,GATE INNR DIST,100187.00
KTES-BSP,MDXR,GATE SIG,101226.00
KTES-BSP,MDXR,L XING:,101379.00
KTES-BSP,MDXR,GGT DIST,102704.00
KTES-BSP,MDXR,GGT INNR DIST,103735.00
KTES-BSP,MDXR,GGT HOME,104794.00
KTES-BSP,GGT,GGT STR,106115.00
KTES-BSP,GGT,GGT ADV STR,106431.00
KTES-BSP,GGT,IB DIST,109820.00
KTES-BSP,GGT,IB-INR-DIST,110871.00
KTES-BSP,GGT,IB,111867.00
KTES-BSP,GGT,BDWA DIST,115059.00
KTES-BSP,GGT,BDWA INNR DIST,116267.00
KTES-BSP,GGT,BDWA HOME,117410.00
KTES-BSP,BDWA,BDWA STR,118653.00
KTES-BSP,BDWA,BDWA ADV STR,118871.00
KTES-BSP,BDWA,IB DIST,119582.00
KTES-BSP,BDWA,IB-INR-DIST,120630.00
KTES-BSP,BDWA,IB,121972.00
KTES-BSP,BDWA,NEU SEC,122451.00
KTES-BSP,BDWA,GATE DIST,123902.00
KTES-BSP,BDWA,GATE INNR DIST,124898.00
KTES-BSP,BDWA,GATE SIG,125949.00
KTES-BSP,BDWA,L XING:,126154.00
KTES-BSP,BDWA,SDL HOME,126234.00
KTES-BSP,SDL,SDL STR,127450.00
KTES-BSP,SDL,SDL ADV STR,128170.00
KTES-BSP,SDL,SNGP DIST,130063.00
KTES-BSP,SDL,SNGP INNR DIST,131066.00
KTES-BSP,SDL,SNGP HOME,132085.00
KTES-BSP,SNGP,SNGP STR,133176.00
KTES-BSP,SNGP,SNGP ADV STR,133413.00
KTES-BSP,SNGP,IB DIST,138778.00
KTES-BSP,SNGP,IB-INR-DIST,139776.00
KTES-BSP,SNGP,IB,140802.00
KTES-BSP,SNGP,L XING:,143083.00
KTES-BSP,SNGP,BUH DIST,143573.00
KTES-BSP,SNGP,BUH INNR DIST,144686.00
KTES-BSP,SNGP,BUH HOME,145704.00
KTES-BSP,BUH,BUH STR,146941.00
KTES-BSP,BUH,BUH ADV STR,147160.00
KTES-BSP,BUH,IB DIST,149327.00
KTES-BSP,BUH,IB-INR-DIST,150323.00
KTES-BSP,BUH,IB,151355.00
KTES-BSP,BUH,GATE INNR DIST,152671.00
KTES-BSP,BUH,GATE SIG,153676.00
KTES-BSP,BUH,L XING:,153867.00
KTES-BSP,BUH,AAL HOME,154260.00
KTES-BSP,AAL,AAL STR,155337.00
KTES-BSP,AAL,AAL ADV STR,156045.00
KTES-BSP,AAL,IB DIST,161379.00
KTES-BSP,AAL,IB-INR-DIST,162405.00
KTES-BSP,AAL,IB,163656.00
KTES-BSP,AAL,APR DIST,164544.00
KTES-BSP,AAL,APR INNR DIST,165898.00
KTES-BSP,AAL,APR HOME,166925.00
KTES-BSP,APR,APR STR,168337.00
KTES-BSP,APR,APR ADV STR,168824.00
KTES-BSP,APR,NEU SEC,169746.00
KTES-BSP,APR,CLF DIST,170342.00
KTES-BSP,APR,CLF INNR DIST,171350.00
KTES-BSP,APR,CLF HOME,172370.00
KTES-BSP,CLF,CLF STR,173793.00
KTES-BSP,CLF,CLF ADV STR,174108.00
KTES-BSP,CLF,GATE DIST,175400.00
KTES-BSP,CLF,GATE INNR DIST,175945.00
KTES-BSP,CLF,GATE SIG,176921.00
KTES-BSP,CLF,JTI DIST,179082.00
KTES-BSP,CLF,JTI INNR DIST,180021.00
KTES-BSP,CLF,JTI HOME,181100.00
KTES-BSP,JTI,JTI STR,182632.00
KTES-BSP,JTI,JTI INT STR,183180.00
KTES-BSP,JTI,JTI ADV STR,183400.00
KTES-BSP,JTI,NEU SEC,188567.00
KTES-BSP,JTI,NIQ DIST,189235.00
KTES-BSP,JTI,NIQ INNR DIST,190265.00
KTES-BSP,JTI,NIQ HOME,191293.00
KTES-BSP,NIQ,NIQ STR,192533.00
KTES-BSP,NIQ,NIQ ADV STR,192844.00
KTES-BSP,NIQ,VKR DIST,196677.00
KTES-BSP,NIQ,VKR INNR DIST,197678.00
KTES-BSP,NIQ,VKR HOME,198671.00
KTES-BSP,VKR,VKR STR,199894.00
KTES-BSP,VKR,VKR ADV STR,200284.00
KTES-BSP,VKR,HRB DIST,207407.00
KTES-BSP,VKR,HRB INNR DIST,208461.00
KTES-BSP,VKR,HRB HOME,209490.00
KTES-BSP,HRB,HRB STR,210682.00
KTES-BSP,HRB,HRB ADV STR,211271.00
KTES-BSP,HRB,GATE DIST,215087.00
KTES-BSP,HRB,GATE INNR DIST,216176.00
KTES-BSP,HRB,GATE SIG,217187.00
KTES-BSP,HRB,PND HOME,217556.00
KTES-BSP,PND,PND STR,219037.00
KTES-BSP,PND,PND ADV STR,219543.00
KTES-BSP,PND,NEU SEC,220420.00
KTES-BSP,PND,SBRA DIST,220609.00
KTES-BSP,PND,SBRA INNR DIST,221978.00
KTES-BSP,PND,SBRA HOME,223091.00
KTES-BSP,SBRA,SBRA STR,224200.00
KTES-BSP,SBRA,SBRA ADV STR,224441.00
KTES-BSP,SBRA,KOI DIST,227137.00
KTES-BSP,SBRA,KOI INNR DIST,228292.00
KTES-BSP,SBRA,KOI HOME,229471.00
KTES-BSP,KOI,KOI STR,230615.00
KTES-BSP,KOI,L XING:,230877.00
KTES-BSP,KOI,KOI ADV STR,230938.00
KTES-BSP,KOI,BHTK DIST,239691.00
KTES-BSP,KOI,BHTK INNR DIST,240701.00
KTES-BSP,KOI,BHTK HOME,241698.00
KTES-BSP,BHTK,BHTK STR,242318.00
KTES-BSP,BHTK,BHTK ADV STR,242404.00
KTES-BSP,BHTK,KGS DIST,251156.00
KTES-BSP,BHTK,NEU SEC,251596.00
KTES-BSP,BHTK,KGS INNR DIST,252209.00
KTES-BSP,BHTK,KGS HOME,253220.00
KTES-BSP,KGS,KGS STR,254519.00
KTES-BSP,KGS,KGS ADV STR,254885.00
KTES-BSP,KGS,TGQ DIST,259349.00
KTES-BSP,KGS,TGQ INNR DIST,260393.00
KTES-BSP,KGS,TGQ HOME,261478.00
KTES-BSP,TGQ,TGQ STR,262667.00
KTES-BSP,TGQ,TGQ ADV STR,262983.00
KTES-BSP,TGQ,BIG DIST,269170.00
KTES-BSP,TGQ,BIG INNR DIST,270196.00
KTES-BSP,TGQ,BIG HOME,271183.00
KTES-BSP,BIG,BIG STR,272463.00
KTES-BSP,BIG,BIG ADV STR,272905.00
KTES-BSP,BIG,NEU SEC,273862.00
KTES-BSP,BIG,SLKR DIST,276889.00
KTES-BSP,BIG,SLKR INNR DIST,277879.00
KTES-BSP,BIG,SLKR HOME,278915.00
KTES-BSP,SLKR,SLKR STR,280244.00
KTES-BSP,SLKR,SLKR ADV STR,280588.00
KTES-BSP,SLKR,KGB DIST,284560.00
KTES-BSP,SLKR,KGB INNR DIST,285769.00
KTES-BSP,SLKR,KGB HOME,286806.00
KTES-BSP,KGB,KGB STR,288067.00
KTES-BSP,KGB,KGB ADV STR,288465.00
KTES-BSP,KGB,KLTR DIST,292286.00
KTES-BSP,KGB,KLTR INNR DIST,293367.00
KTES-BSP,KGB,KLTR HOME,294517.00
KTES-BSP,KLTR,KLTR STR,295647.00
KTES-BSP,KLTR,KLTR ADV STR,295982.00
KTES-BSP,KLTR,GTK DIST,300354.00
KTES-BSP,KLTR,NEU SEC,301079.00
KTES-BSP,KLTR,GTK INNR DIST,301361.00
KTES-BSP,KLTR,GTK HOME,302724.00
KTES-BSP,GTK,GTK STR,304070.00
KTES-BSP,GTK,GTK ADV STR,304499.00
KTES-BSP,GTK,A:AK8,305767.00
KTES-BSP,GTK,A:AK6,307121.00
KTES-BSP,GTK,A:AK4,308132.00
KTES-BSP,GTK,USL HOME,310135.00
KTES-BSP,USL,USL STR,311692.00
KTES-BSP,USL,USL ADV STR,312474.00
KTES-BSP,USL,SAG:AK2,313463.00
KTES-BSP,USL,NEU SEC,314928.00
KTES-BSP,USL,CORD HOME,315292.00
KTES-BSP,USL,BSP HOME,317463.00
KTES-BSP,USL,BSP R HOME,318666.00
KTES-BSP,BSP,BSP STR,320077.00
BSP-KTES,BSP,BSP STR,0.00
BSP-KTES,BSP,DGT STR,1210.81
BSP-KTES,BSP,DGT ADV STR,1800.40
BSP-KTES,BSP,CORDC HOME,2905.19
BSP-KTES,BSP,CORDC STR,4011.22
BSP-KTES,BSP,NEU SEC,4197.79
BSP-KTES,BSP,SAG:AK1,5507.41
BSP-KTES,BSP,USL HOME,6633.66
BSP-KTES,USL,USL STR,8591.10
BSP-KTES,USL,USL ADV STR,9181.10
BSP-KTES,USL,A:AK3,10826.10
BSP-KTES,USL,A:AK5,12226.10
BSP-KTES,USL,A:AK7,13602.10
BSP-KTES,USL,GTK HOME,14777.10
BSP-KTES,GTK,GTK STR,16053.10
BSP-KTES,GTK,GTK ADV STR,16533.10
BSP-KTES,GTK,NEU SEC,18082.10
BSP-KTES,GTK,KLTR DIST,21262.10
BSP-KTES,GTK,KLTR INNR DIST,22183.10
BSP-KTES,GTK,KLTR HOME,23262.10
BSP-KTES,KLTR,KLTR STR,24496.10
BSP-KTES,KLTR,KLTR ADV STR,24844.10
BSP-KTES,KLTR,KGB DIST,28825.10
BSP-KTES,KLTR,KGB INNR DIST,29815.10
BSP-KTES,KLTR,KGB HOME,30889.10
BSP-KTES,KGB,KGB STR,32103.10
BSP-KTES,KGB,KGB ADV STR,32565.10
BSP-KTES,KGB,SLKR DIST,36782.10
BSP-KTES,KGB,SLKR INNR DIST,37750.10
BSP-KTES,KGB,SLKR HOME,38752.10
BSP-KTES,SLKR,SLKR STR,40073.10
BSP-KTES,SLKR,SLKR ADV STR,40465.10
BSP-KTES,SLKR,BIG DIST,44380.10
BSP-KTES,SLKR,BIG INNR DIST,45394.10
BSP-KTES,SLKR,NEU SEC,46107.10
BSP-KTES,SLKR,BIG HOME,46381.10
BSP-KTES,BIG,BIG STR,47719.10
BSP-KTES,BIG,BIG ADV STR,48254.10
BSP-KTES,BIG,TGQ DIST,54527.10
BSP-KTES,BIG,TGQ INNR DIST,55577.10
BSP-KTES,BIG,TGQ HOME,56620.10
BSP-KTES,TGQ,TGQ STR,57774.10
BSP-KTES,TGQ,TGQ ADV STR,58105.10
BSP-KTES,TGQ,KGS DIST,62486.10
BSP-KTES,TGQ,KGS INNR DIST,63510.10
BSP-KTES,TGQ,KGS HOME,64641.10
BSP-KTES,KGS,KGS STR,66062.10
BSP-KTES,KGS,KGS ADV STR,66426.10
BSP-KTES,KGS,NEU SEC,67961.10
BSP-KTES,KGS,BHTK DIST,77182.10
BSP-KTES,KGS,BHTK INNR DIST,78282.10
BSP-KTES,KGS,BHTK HOME,79282.10
BSP-KTES,BHTK,BHTK STR,80038.10
BSP-KTES,BHTK,BHTK ADV STR,80235.10
BSP-KTES,BHTK,KOI DIST,87999.10
BSP-KTES,BHTK,KOI INNR DIST,89116.10
BSP-KTES,BHTK,KOI HOME,90218.10
BSP-KTES,BHTK,L XING:,90534.10
BSP-KTES,KOI,KOI STR,91585.10
BSP-KTES,KOI,KOI ADV STR,91882.10
BSP-KTES,KOI,SBRA DIST,94662.10
BSP-KTES,KOI,SBRA INNR DIST,95747.10
BSP-KTES,KOI,SBRA HOME,96791.10
BSP-KTES,SBRA,SBRA STR,97947.10
BSP-KTES,SBRA,SBRA ADV STR,98183.10
BSP-KTES,SBRA,PND DIST,101394.10
BSP-KTES,SBRA,PND INNR DIST,102552.10
BSP-KTES,SBRA,PND HOME,103880.10
BSP-KTES,PND,PND STR,105428.10
BSP-KTES,PND,PND ADV STR,105878.10
BSP-KTES,PND,L XING:,106163.10
BSP-KTES,PND,HRB DIST,110027.10
BSP-KTES,PND,HRB INNR DIST,111051.10
BSP-KTES,PND,HRB HOME,112125.10
BSP-KTES,HRB,HRB STR,113752.10
BSP-KTES,HRB,HRB ADV STR,114271.10
BSP-KTES,HRB,VKR DIST,121085.10
BSP-KTES,HRB,VKR INNR DIST,122083.10
BSP-KTES,HRB,VKR HOME,123143.10
BSP-KTES,VKR,VKR STR,124324.10
BSP-KTES,VKR,VKR ADV STR,124595.10
BSP-KTES,VKR,NIQ DIST,128180.10
BSP-KTES,VKR,NIQ INNR DIST,129173.10
BSP-KTES,VKR,NIQ HOME,130423.10
BSP-KTES,NIQ,NIQ STR,131720.10
BSP-KTES,NIQ,NIQ ADV STR,132123.10
BSP-KTES,NIQ,NEU SEC,134823.10
BSP-KTES,NIQ,JTI DIST,137731.10
BSP-KTES,NIQ,JTI INNR DIST,138818.10
BSP-KTES,NIQ,JTI HOME,139931.10
BSP-KTES,JTI,JTI STR,141745.10
BSP-KTES,JTI,JTI ADV STR,142334.10
BSP-KTES,JTI,GATE DIST,144058.10
BSP-KTES,JTI,GATE INNR DIST,145080.10
BSP-KTES,JTI,GATE SIG,146103.10
BSP-KTES,JTI,CLF DIST,146856.10
BSP-KTES,JTI,CLF INNR DIST,147888.10
BSP-KTES,JTI,CLF HOME,148938.10
BSP-KTES,CLF,CLF STR,150421.10
BSP-KTES,CLF,CLF INT STR,151218.10
BSP-KTES,CLF,CLF ADV STR,151425.10
BSP-KTES,CLF,APR DIST,152156.10
BSP-KTES,CLF,APR INNR DIST,153234.10
BSP-KTES,CLF,NEU SEC,153661.10
BSP-KTES,CLF,APR HOME,154186.10
BSP-KTES,CLF,APR R HOME,154689.10
BSP-KTES,APR,APR STR,156078.10
BSP-KTES,APR,APR ADV STR,156440.10
BSP-KTES,APR,IB-INR-DIST,157148.10
BSP-KTES,APR,IB,158159.10
BSP-KTES,APR,AAL DIST,165215.10
BSP-KTES,APR,AAL INNR DIST,166230.10
BSP-KTES,APR,AAL HOME,167291.10
BSP-KTES,AAL,AAL STR,168659.10
BSP-KTES,AAL,AAL ADV STR,169044.10
BSP-KTES,AAL,AAL GATE SIG,169604.10
BSP-KTES,AAL,IB-INR-DIST,169969.10
BSP-KTES,AAL,IB,170945.10
BSP-KTES,AAL,BUH DIST,173302.10
BSP-KTES,AAL,BUH INNR DIST,174307.10
BSP-KTES,AAL,BUH HOME,176069.10
BSP-KTES,BUH,BUH STR,177361.10
BSP-KTES,BUH,BUH ADV STR,177637.10
BSP-KTES,BUH,IB DIST,180046.10
BSP-KTES,BUH,IB-INR-DIST,181110.10
BSP-KTES,BUH,IB,182144.10
BSP-KTES,BUH,SNGP DIST,187731.10
BSP-KTES,BUH,SNGP INNR DIST,188730.10
BSP-KTES,BUH,SNGP HOME,189766.10
BSP-KTES,SNGP,SNGP STR,190886.10
BSP-KTES,SNGP,SNGP ADV STR,191127.10
BSP-KTES,SNGP,SDL DIST,192704.10
BSP-KTES,SNGP,SDL INNR DIST,193891.10
BSP-KTES,SNGP,SDL HOME,195002.10
BSP-KTES,SDL,SDL STR,196657.10
BSP-KTES,SDL,SDL ADV STR,197223.10
BSP-KTES,SDL,IB DIST,198341.10
BSP-KTES,SDL,IB-INR-DIST,199365.10
BSP-KTES,SDL,IB,200402.10
BSP-KTES,SDL,NEU SEC,200859.10
BSP-KTES,SDL,BDWA DIST,202230.10
BSP-KTES,SDL,BDWA INNR DIST,203277.10
BSP-KTES,SDL,BDWA HOME,204232.10
BSP-KTES,BDWA,BDWA STR,205403.10
BSP-KTES,BDWA,BDWA ADV STR,205679.10
BSP-KTES,BDWA,IB DIST,209832.10
BSP-KTES,BDWA,IB-INNR-DIST,210895.10
BSP-KTES,BDWA,IB,211965.10
BSP-KTES,BDWA,GGT DIST,214572.10
BSP-KTES,BDWA,GGT INNR DIST,215623.10
BSP-KTES,BDWA,GGT HOME,216622.10
BSP-KTES,GGT,GGT STR,217882.10
BSP-KTES,GGT,GGT ADV STR,218195.10
BSP-KTES,GGT,GATE DIST,219438.10
BSP-KTES,GGT,GATE INNR DIST,220459.10
BSP-KTES,GGT,GATE SIG,221730.10
BSP-KTES,GGT,L XING:,221914.10
BSP-KTES,GGT,IB-INR-DIST,222281.10
BSP-KTES,GGT,IB,223703.10
BSP-KTES,GGT,MDXR DIST,225468.10
BSP-KTES,GGT,MDXR INNR DIST,226511.10
BSP-KTES,GGT,MDXR HOME,227520.10
BSP-KTES,MDXR,MDXR STR,228707.10
BSP-KTES,MDXR,MDXR ADV STR,229091.10
BSP-KTES,MDXR,BRS DIST,230440.10
BSP-KTES,MDXR,BRS INNR DIST,231579.10
BSP-KTES,MDXR,BRS HOME,232634.10
BSP-KTES,BRS,BRS STR,234195.10
BSP-KTES,BRS,BRS ADV STR,234637.10
BSP-KTES,BRS,GATE DIST,237445.10
BSP-KTES,BRS,GATE INNR DIST,238516.10
BSP-KTES,BRS,GATE SIG,239497.10
BSP-KTES,BRS,L XING:,239685.10
BSP-KTES,BRS,NRZB HOME,240110.10
BSP-KTES,NRZB,NRZB STR,241537.10
BSP-KTES,NRZB,NRZB ADV STR,241802.10
BSP-KTES,NRZB,GATE INNR DIST,243148.10
BSP-KTES,NRZB,GATE SIG,244143.10
BSP-KTES,NRZB,NEU SEC,244713.10
BSP-KTES,NRZB,IB,245050.10
BSP-KTES,NRZB,KKI DIST,248282.10
BSP-KTES,NRZB,KKI INNR DIST,249298.10
BSP-KTES,NRZB,KKI HOME,250274.10
BSP-KTES,KKI,KKI STR,251462.10
BSP-KTES,KKI,KKI ADV STR,251826.10
BSP-KTES,KKI,IB DIST,253619.10
BSP-KTES,KKI,IB-INR-DIST,254618.10
BSP-KTES,KKI,IB,255640.10
BSP-KTES,KKI,GATE SIG,256662.10
BSP-KTES,KKI,L XING:,256841.10
BSP-KTES,KKI,UMR DIST,260981.10
BSP-KTES,KKI,UMR INNR DIST,262182.10
BSP-KTES,KKI,UMR HOME,263148.10
BSP-KTES,UMR,UMR STR,264512.10
BSP-KTES,UMR,UMR INT STR,265043.10
BSP-KTES,UMR,L XING:,265216.10
BSP-KTES,UMR,UMR ADV STR,265519.10
BSP-KTES,UMR,IB DIST,266494.10
BSP-KTES,UMR,IB-INR-DIST,267463.10
BSP-KTES,UMR,IB,268513.10
BSP-KTES,UMR,LOA DIST,271171.10
BSP-KTES,UMR,LOA INNR DIST,272146.10
BSP-KTES,UMR,LOA HOME,273143.10
BSP-KTES,LOA,LOA STR,274186.10
BSP-KTES,LOA,LOA ADV STR,274514.10
BSP-KTES,LOA,IB DIST,275863.10
BSP-KTES,LOA,IB-INR-DIST,276883.10
BSP-KTES,LOA,IB,277894.10
BSP-KTES,LOA,L XING:,279645.10
BSP-KTES,LOA,CHD DIST,280124.10
BSP-KTES,LOA,CHD INNR DIST,281078.10
BSP-KTES,LOA,CHD HOME,282093.10
BSP-KTES,CHD,CHD STR,283218.10
BSP-KTES,CHD,CHD ADV STR,283469.10
BSP-KTES,CHD,VYK DIST,289704.10
BSP-KTES,CHD,VYK INNR DIST,290658.10
BSP-KTES,CHD,VYK HOME,291743.10
BSP-KTES,VYK,VYK STR,292666.10
BSP-KTES,VYK,VYK ADV STR,292902.10
BSP-KTES,VYK,NEU SEC,295493.10
BSP-KTES,VYK,RPD DIST,296634.10
BSP-KTES,VYK,RPD INNR DIST,297943.10
BSP-KTES,VYK,RPD HOME,299122.10
BSP-KTES,RPD,RPD STR,300362.10
BSP-KTES,RPD,RPD ADV STR,300993.10
BSP-KTES,RPD,IB DIST,303335.10
BSP-KTES,RPD,IB-INR-DIST,304442.10
BSP-KTES,RPD,IB,305493.10
BSP-KTES,RPD,JLW DIST,308045.10
BSP-KTES,RPD,JLW INNR DIST,309660.10
BSP-KTES,RPD,JLW HOME,310812.10
BSP-KTES,RPD,L XING:,311570.10
BSP-KTES,JLW,JLW STR,312506.10
BSP-KTES,JLW,JLW ADV STR,313227.10
BSP-KTES,JLW,INNR DIST,314124.10
BSP-KTES,JLW,L XING:,314666.10
BSP-KTES,JLW,NKJ HOME,315151.10
BSP-KTES,JLW,NKJ R HOME,316234.10
BSP-KTES,JLW,NKJ R HOME,317079.10
BSP-KTES,JLW,NKJ STR,317978.10
BSP-KTES,JLW,B CABIN HOME,318460.10
BSP-KTES,JLW,B CABIN ADV STR,319062.10
BSP-KTES,JLW,A CABIN HOME,320136.10
BSP-KTES,NKJ,A CABIN STR,320817.10
BSP-KTES,NKJ,A CABIN ADV STR,321238.10
BSP-KTES,NKJ,KTES HOME,322240.10
BSP-KTES,KTES,KTES STR,323085.10
KTE-BSP,KTE,KTE STR,0.00
KTE-BSP,KTE,KTE ADV STR,397.00
KTE-BSP,KTE,A CABIN HOME,2066.00
KTE-BSP,KTE,A CABIN STR,2789.00
KTE-BSP,KTE,A CABIN ADV STR,3532.00
KTE-BSP,KTE,B CABIN HOME,3546.00
KTE-BSP,KTE,B CABIN STR,4447.00
KTE-BSP,KTE,NKJ HOME,5238.00
KTE-BSP,NKJ,C CABIN  STR,6668.00
KTE-BSP,NKJ,NKJ INT STR,7343.00
KTE-BSP,NKJ,NKJ ADV STR,8076.00
KTE-BSP,NKJ,L XING:,8861.00
KTE-BSP,NKJ,JLW INNR DIST,9116.00
KTE-BSP,NKJ,JLW HOME,10138.00
KTE-BSP,JLW,JLW STR,11751.00
KTE-BSP,JLW,L XING:,11901.00
KTE-BSP,JLW,JLW ADV STR,12496.00
KTE-BSP,JLW,IB DIST,16140.00
KTE-BSP,JLW,IB-INR-DIST,17178.00
KTE-BSP,JLW,IB,18222.00
KTE-BSP,JLW,RPD DIST,20111.00
KTE-BSP,JLW,RPD INNR DIST,21141.00
KTE-BSP,JLW,RPD HOME,22144.00
KTE-BSP,JLW,L XING:,22902.00
KTE-BSP,RPD,RPD STR,23788.00
KTE-BSP,RPD,RPD ADV STR,24116.00
KTE-BSP,RPD,NEU SEC,27817.00
KTE-BSP,RPD,VYK DIST,28100.00
KTE-BSP,RPD,VYK INNR DIST,29150.00
KTE-BSP,RPD,VYK HOME,30175.00
KTE-BSP,VYK,VKY STR,31271.00
KTE-BSP,VYK,CHD DIST,37314.00
KTE-BSP,VYK,CHD INNR DIST,38312.00
KTE-BSP,VYK,CHD HOME,39385.00
KTE-BSP,CHD,CHD STR,40995.00
KTE-BSP,CHD,CHD ADV STR,41281.00
KTE-BSP,CHD,IB DIST,44117.00
KTE-BSP,CHD,IB-INR-DIST,45145.00
KTE-BSP,CHD,IB,46139.00
KTE-BSP,CHD,LOA INNR DIST,47808.00
KTE-BSP,CHD,LOA HOME,48811.00
KTE-BSP,LOA,LOA STR,49838.00
KTE-BSP,LOA,LOA ADV STR,50126.00
KTE-BSP,LOA,IB DIST,52494.00
KTE-BSP,LOA,IB-INR-DIST,53551.00
KTE-BSP,LOA,IB,54565.00
KTE-BSP,LOA,UMR DIST,55728.00
KTE-BSP,LOA,UMR INNR DIST,56767.00
KTE-BSP,LOA,UMR HOME,57819.00
KTE-BSP,LOA,L XING:,58279.00
KTE-BSP,LOA,UMR R HOME,58936.00
KTE-BSP,UMR,UMR STR,59928.00
KTE-BSP,UMR,UMR ADV STR,60247.00
KTE-BSP,UMR,GATE DIST,64387.00
KTE-BSP,UMR,GATE INNR DIST,65380.00
KTE-BSP,UMR,GATE SIG,66375.00
KTE-BSP,UMR,L XING:,66587.00
KTE-BSP,UMR,IB,67492.00
KTE-BSP,UMR,KKI DIST,69578.00
KTE-BSP,UMR,KKI INNR DIST,70557.00
KTE-BSP,UMR,KKI HOME,71575.00
KTE-BSP,KKI,KKI STR,72703.00
KTE-BSP,KKI,KKI ADV STR,73060.00
KTE-BSP,KKI,IB DIST,75479.00
KTE-BSP,KKI,IB-INR-DIST,76615.00
KTE-BSP,KKI,IB,77710.00
KTE-BSP,KKI,GATE SIG,78918.00
KTE-BSP,KKI,NEU SEC,79129.00
KTE-BSP,KKI,NRZB INNR DIST,80540.00
KTE-BSP,KKI,NRZB HOME,81572.00
KTE-BSP,NRZB,NRZB STR,82750.00
KTE-BSP,NRZB,NRZB ADV STR,83150.00
KTE-BSP,NRZB,L XING:,83766.00
KTE-BSP,NRZB,BRS DIST,86602.00
KTE-BSP,NRZB,BRS INNR DIST,87683.00
KTE-BSP,NRZB,BRS HOME,88752.00
KTE-BSP,BRS,BRS STR,90144.00
KTE-BSP,BRS,BRS ADV STR,90587.00
KTE-BSP,BRS,MDXR DIST,92269.00
KTE-BSP,BRS,MDXR INNR DIST,93422.00
KTE-BSP,BRS,MDXR HOME,94433.00
KTE-BSP,MDXR,MDXR STR,95475.00
KTE-BSP,MDXR,MDXR ADV STR,95834.00
KTE-BSP,MDXR,IB DIST,97378.00
KTE-BSP,MDXR,IB-INR-DIST,98645.00
KTE-BSP,MDXR,IB,99681.00
KTE-BSP,MDXR,GATE INNR DIST,100401.00
KTE-BSP,MDXR,GATE SIG,101440.00
KTE-BSP,MDXR,L XING:,101593.00
KTE-BSP,MDXR,GGT DIST,102918.00
KTE-BSP,MDXR,GGT INNR DIST,103949.00
KTE-BSP,MDXR,GGT HOME,105008.00
KTE-BSP,GGT,GGT STR,106329.00
KTE-BSP,GGT,GGT ADV STR,106645.00
KTE-BSP,GGT,IB DIST,110034.00
KTE-BSP,GGT,IB-INR-DIST,111085.00
KTE-BSP,GGT,IB,112081.00
